phrase_norm,phrase,lang,count,source,provenance,count_basis
give me i m in you ain t in we is you love what you like give me that you be coming like a light give me that i m in you like it how i leave and i like you to be,give me i m in you ain t in we is you love what you like give me that you be coming like a light give me that i m in you like it how i leave and i like you to be,en,1,agh_full,observed,observed
give me info from dead,give me info from dead,en,1,agh_full,observed,observed
give me my soda you fucking son of a bitch,give me my soda you fucking son of a bitch,en,1,agh_full,observed,observed
give me one please give me a kiss,give me one please give me a kiss,en,1,agh_full,observed,observed
give me some,give me some,en,1,agh_full,observed,observed
give me some exercise i don t know ah one,give me some exercise i don t know ah one,en,1,agh_full,observed,observed
give me some give me water give me some water,give me some give me water give me some water,en,1,agh_full,observed,observed
give me some kiss night jerry ah what s going on buddy oh yeah oh brah,give me some kiss night jerry ah what s going on buddy oh yeah oh brah,en,1,agh_full,observed,observed
give me that thing,give me that thing,en,1,agh_full,observed,observed
give me your best shot baby,give me your best shot baby,en,1,agh_full,observed,observed
give that a little bit of cracked black pepper,give that a little bit of cracked black pepper,en,1,agh_full,observed,observed
give the answer a quick wash,give the answer a quick wash,en,1,agh_full,observed,observed
give the mushrooms a little stir around just to get nicely coated with the butter we just,give the mushrooms a little stir around just to get nicely coated with the butter we just,en,1,agh_full,observed,observed
give your princess a new hairstyle i needed that,give your princess a new hairstyle i needed that,en,1,agh_full,observed,observed
given the chance to review and try a particular product that i ve never heard of before and i found out that this one actually works great on my hair,given the chance to review and try a particular product that i ve never heard of before and i found out that this one actually works great on my hair,en,1,agh_full,observed,observed
gives it a nice even cook doesn t cook it too fast but sure tastes dang good haven t tried this recipe,gives it a nice even cook doesn t cook it too fast but sure tastes dang good haven t tried this recipe,en,1,agh_full,observed,observed
gives you that opportunity to give the primer a second try on the ground down range so it s it you know it s almost like a revolver and with,gives you that opportunity to give the primer a second try on the ground down range so it s it you know it s almost like a revolver and with,en,1,agh_full,observed,observed
glasba spremlja,glasba spremlja,sl,1,hf_noise,observed,observed
glasba zelo poveduje,glasba zelo poveduje,sl,1,hf_noise,observed,observed
glass,glass,en,1,agh_full,observed,observed
glass from the freezer,glass from the freezer,en,1,agh_full,observed,observed
gleup smitsweg,gleup smitsweg,en,1,agh_full,observed,observed
global issues i miss the global issues of the day that s not how it is,global issues i miss the global issues of the day that s not how it is,en,1,agh_full,observed,observed
gloedman,gloedman,tk,1,hf_noise,observed,observed
glossy black finish and can look over here,glossy black finish and can look over here,en,1,agh_full,observed,observed
gluing them underneath the base plywood and nailing them into place,gluing them underneath the base plywood and nailing them into place,en,1,agh_full,observed,observed
glöm inte att prenumerera på min kanal,glöm inte att prenumerera på min kanal,sv,1,hf_noise,observed,observed
gnarly waves man,gnarly waves man,en,1,agh_full,observed,observed
gnézted,gnézted,hu,1,hf_noise,observed,observed
go 3 2 1 oh f,go 3 2 1 oh f,en,1,agh_full,observed,observed
go again and do it again,go again and do it again,en,1,agh_full,observed,observed
go again bit quicker,go again bit quicker,en,1,agh_full,observed,observed
go ah,go ah,en,1,agh_full,observed,observed
go ahead and collect my high alkaline water,go ahead and collect my high alkaline water,en,1,agh_full,observed,observed
go ahead and do it again,go ahead and do it again,en,1,agh_full,observed,observed
go ahead and drop it down,go ahead and drop it down,en,1,agh_full,observed,observed
go ahead and flip them as you can see i m not best at flipping i have to rotate the,go ahead and flip them as you can see i m not best at flipping i have to rotate the,en,1,agh_full,observed,observed
go ahead and print that and we ll also go ahead and print that this is a unknown command,go ahead and print that and we ll also go ahead and print that this is a unknown command,en,1,agh_full,observed,observed
go ahead and start it up brandon listen to that thing purr this thing is beautiful again the only place you can see this,go ahead and start it up brandon listen to that thing purr this thing is beautiful again the only place you can see this,en,1,agh_full,observed,observed
go ahead and take the two little retainer screws place those back in the back of the unit here,go ahead and take the two little retainer screws place those back in the back of the unit here,en,1,agh_full,observed,observed
go ahead and turn it off,go ahead and turn it off,en,1,agh_full,observed,observed
go ahead and we ll put the top down for you now and show you that it goes down and then we ll leave it down while we drive for the video,go ahead and we ll put the top down for you now and show you that it goes down and then we ll leave it down while we drive for the video,en,1,agh_full,observed,observed
go ahead and work turn your taps back on,go ahead and work turn your taps back on,en,1,agh_full,observed,observed
go ahead enormous,go ahead enormous,en,1,agh_full,observed,observed
go ahead here i m waving you through,go ahead here i m waving you through,en,1,agh_full,observed,observed
go ahead wally go ahead,go ahead wally go ahead,en,1,agh_full,observed,observed
go and a fantastic noise there as we watch these two eights disappear along the side,go and a fantastic noise there as we watch these two eights disappear along the side,en,1,agh_full,observed,observed
