phrase_norm,phrase,lang,count,source,source_phrase
мен мұнда не істеу керектігін білмеймін,Мен мұнда не істеу керектігін білмеймін,kk,81,translated:en,i m not sure what to do here
мен мұны жасай ала ма екеніме сенімді емеспін,Мен мұны жасай ала ма екеніме сенімді емеспін,kk,79,translated:en,i m not sure if i can do it
аяғы,аяғы,kk,78,translated:en,the end
құстар ырылдап,құстар ырылдап,kk,75,translated:en,birds chirp
императорлық жаңалықтар желісі ұсынған жабық субтитр,Императорлық жаңалықтар желісі ұсынған жабық субтитр,kk,75,translated:en,closed captioning provided by the imperial news network
мен ұйықтап жатырмын,Мен ұйықтап жатырмын,kk,75,translated:en,i m going to go to bed
мен су алуға барамын,Мен су алуға барамын,kk,67,translated:en,i m going to go get some water
субтитр: steamteamextra,Субтитр: steamteamextra,kk,67,translated:en,subtitles by steamteamextra
"жоқ, жоқ.","Жоқ, жоқ.",kk,66,translated:en,oh no
мен мұны істемеймін.,Мен мұны істемеймін.,kk,65,translated:en,i m not going to do it
сәлем және қош келдіңіздер,сәлем және Қош келдіңіздер,kk,63,translated:en,hello and welcome to another episode of the
ооооооооооооо,ооооооооооооо,kk,63,translated:en,noo oo
мен оны алуға тырысамын,Мен оны алуға тырысамын,kk,61,translated:en,i m going to try to get the
ах сен,Ах сен,kk,59,translated:en,ah you
сәлем бәріне,Сәлем бәріне,kk,59,translated:en,hello everyone
мен бұл нені білдіретінін білмеймін,Мен бұл нені білдіретінін білмеймін,kk,59,translated:en,i m not sure what that means
"о, қасқыр!","О, қасқыр!",kk,55,translated:en,oh fuck
біз бірден қайтып келеміз .,Біз бірден қайтып келеміз .,kk,55,translated:en,we ll be right back
мынау бастаймыз,мынау бастаймыз,kk,53,translated:en,here we go
мен мұны жеңе ала ма екеніме сенімді емеспін,Мен мұны жеңе ала ма екеніме сенімді емеспін,kk,53,translated:en,i m not sure if i can get through this
қош келдіңіздер!,Қош келдіңіздер!,kk,53,translated:en,welcome to another episode of the
мен оны тағы да жасаймын,Мен оны тағы да жасаймын,kk,51,translated:en,i m going to do it again
сондықтан келесі жолы сәлкейтінімізге дейін,Сондықтан келесі жолы сәлкейтінімізге дейін,kk,51,translated:en,so until next time bye for now
оооооо,Оооооо,kk,51,translated:en,woo oo
мен бәтесханаға барамын,Мен бәтесханаға барамын,kk,49,translated:en,i m going to go to the bathroom
